,ds,y,yhat,yhat_lower,yhat_upper
403,08/08/2017,21.94000053,18.86637359,0.555412849,36.92154692
404,09/08/2017,22.07999992,19.50010476,-0.10144008,38.57965736
405,10/08/2017,21.46999931,18.70682459,-0.536708202,38.40021872
406,11/08/2017,21.76000023,19.22917941,0.289197855,38.73338017
407,14/08/2017,21.85000038,18.54348887,-0.074349596,36.26123226
408,15/08/2017,20.93000031,17.96826832,0.256149067,36.19485684
409,16/08/2017,21.38999939,18.65882114,-0.732730249,36.72123478
410,17/08/2017,21.10000038,17.94381759,-0.90907762,35.63105687
411,18/08/2017,21.21999931,18.56323472,0.17269233,37.23872476
412,21/08/2017,20.97999954,18.24670899,-1.129281558,36.36867175
413,22/08/2017,21.63999939,17.80708062,-0.919465903,37.22554371
414,23/08/2017,21.47999954,18.63228453,0.934357,37.80876449
415,24/08/2017,21.78000069,18.04666724,-1.023106002,37.25959686
416,25/08/2017,19.39999962,18.7860787,0.121790277,37.67498211
417,28/08/2017,19.14999962,18.73756948,-0.092036661,36.07020568
418,29/08/2017,18.75,18.34742086,0.412127793,36.80801271
419,30/08/2017,18.79000092,19.19921755,0.521805659,38.06645122
420,31/08/2017,18.5,18.61664558,-0.957849731,37.39438784
421,01/09/2017,18.67000008,19.33567797,1.816583458,38.43277576
